Zara brown flowy pleated pants. Mid-rise pants with interior elastic waistband. Front pleats detail. Wide leg.
Zara gray flowy pleated pants. Mid-rise pants with interior elastic waistband. Front pleats detail. Wide leg.
Zara black flowy pleated pants. Mid-rise pants with interior elastic waistband. Front pleats detail. Wide leg.
Zara white zw collection embroidered pleated shorts. zara woman collection  Shorts made of cotton yarn. High-waisted with elastic back waistband. Front pleats. Tone-on-tone embroidery detail. Concealed zip closure.
Zara ecru zw collection tuxedo jacket. zara woman collection  Fitted blazer with tuxedo collar and long sleeves with buttoned cuffs. Flap pockets at front and welt pocket at chest. Matching lining. Front button closure.
Zara oyster-white straight leg drawstring pants. Mid-rise pants with elastic waistband and adjustable drawstring. Side pockets and back patch pockets.
Zara raspberry straight leg drawstring pants. Mid-rise pants with elastic waistband and adjustable drawstring. Side pockets and back patch pockets.
Zara brown straight leg drawstring pants. Mid-rise pants with elastic waistband and adjustable drawstring. Side pockets and back patch pockets.
Zara black straight leg drawstring pants. Mid-rise pants with elastic waistband and adjustable drawstring. Side pockets and back patch pockets.
Zara oyster-white short gathered pleated dress. Short dress made of 13% linen. Straight neckline and tie straps. Gathered and pleated details. Matching lining. Front closure with covered buttons.
Zara fuchsia zw collection tailored blazer. zara woman collection  Tailored blazer with notched lapel collar and long sleeves with buttoned cuffs. Front flap pockets and welt pocket at chest. Matching lining. Front button closure with covered buttons.
Zara blue full midi skirt zw collection. zara woman collection  High-waisted midi skirt with elastic waistband. A-line hem.
Zara burgundy full midi skirt zw collection. zara woman collection  High-waisted midi skirt with elastic waistband. A-line hem.
Zara black full midi skirt zw collection. zara woman collection  High-waisted midi skirt with elastic waistband. A-line hem.
Zara blue zw collection short sleeve shirt. zara woman collection  Short sleeve shirt with lapel collar and voluminous sleeves. Front button closure hidden by placket.
Zara black zw collection short sleeve shirt. zara woman collection  Short sleeve shirt with lapel collar and voluminous sleeves. Front button closure hidden by placket.
Zara chalk pink flowy midi dress. Flowy midi dress. V-neck and adjustable spaghetti straps.
Zara black flowy midi dress. Flowy midi dress. V-neck and adjustable spaghetti straps.
Zara olive green flowy midi dress. Flowy midi dress. V-neck and adjustable spaghetti straps.
Zara mid-blue z1975 long denim dress. Lapel collar dress with long sleeves. Front pockets and back patch pockets. Front slit hem. Front metal button closure.
